 Show Number, Air Date, Round, Category, Value, Question, Answer
5243,2007-05-30,Jeopardy!,CALL OUT THE VOICE SQUAD,$200.00,"He was the voice of Mickey Mouse in ""Steamboat Willie""",Walt Disney
5243,2007-05-30,Jeopardy!,"YOU'RE UNDER A ""REST""",$200.00,Eastern European capital city of more than 2.2 million,Bucharest
5243,2007-05-30,Jeopardy!,AMERICAN AUTHORS,$400.00,"In 1884 she moved to Red Cloud, Nebraska & later fictionalized it as the town of Hanover in ""O Pioneers!""",Willa Cather
5243,2007-05-30,Jeopardy!,BEGINNING & END,"$3,000.00",In 2006 it began on July 1 in Strasbourg & ended on July 23 in Paris,the Tour de France
5243,2007-05-30,Jeopardy!,STATE SUPERLATIVES,$400.00,"With 6,640 miles of coast, this state has the longest shoreline",Alaska
5243,2007-05-30,Jeopardy!,3 LITTLE LETTERS,$400.00,"(<a href=""http://www.j-archive.com/media/2007-05-30_J_09.jpg"" target=""_blank"">Cheryl of the Clue Crew reports from the Catalina Island Conservancy.</a>) Rampant use of this 3-letter insecticide lead to a hefty settlement for restorating the population of Catalina's <a href=""http://www.j-archive.com/media/2007-05-30_J_09a.jpg"" target=""_blank"">bald eagles</a>",DDT
5243,2007-05-30,Jeopardy!,CALL OUT THE VOICE SQUAD,$400.00,"(<a href=""http://www.j-archive.com/media/2007-05-30_J_27.jpg"" target=""_blank"">Hi, I'm Harry Shearer.</a>) Among my many ""Simpsons"" voices are the subservient Smithers & this man who lives next door to Homer--Howdy, neighbor",Ned Flanders
5243,2007-05-30,Jeopardy!,"YOU'RE UNDER A ""REST""",$400.00,Any mountain's summit,crest
5243,2007-05-30,Jeopardy!,AMERICAN AUTHORS,$600.00,"(<a href=""http://www.j-archive.com/media/2007-05-30_J_16.jpg"" target=""_blank"">Alex reports from the Mark Twain House.</a>) Mark Twain said that this anti-slavery <a href=""http://www.j-archive.com/media/2007-05-30_J_16a.jpg"" target=""_blank"">novelist</a>, his next-door neighbor, liked to sneak up behind people and ""fetch a war-whoop that would jump that person out of his clothes""",(Harriet Beecher) Stowe
5243,2007-05-30,Jeopardy!,BEGINNING & END,$600.00,"""From"" this to this is an idiom meaning from the start of a meal (or something else) to the end",from soup to nuts
5243,2007-05-30,Jeopardy!,STATE SUPERLATIVES,$600.00,"It pumps more than one million barrels of oil a day, more than any other state",Texas
5243,2007-05-30,Jeopardy!,3 LITTLE LETTERS,$600.00,"""Day to Day"" & ""All Things Considered"" are among the programs going out to its 26 million listeners",NPR
5243,2007-05-30,Jeopardy!,CALL OUT THE VOICE SQUAD,$600.00,The voice of Daffy Duck (for the first 50 years),Mel Blanc
5243,2007-05-30,Jeopardy!,"YOU'RE UNDER A ""REST""",$600.00,A braced framework for carrying a railroad over a chasm,a trestle
5243,2007-05-30,Jeopardy!,AMERICAN AUTHORS,$800.00,"Under the name Laura Bancroft, he wrote about Twinkle & Chubbins in Nature Fairyland after taking us to Oz",L. Frank Baum
5243,2007-05-30,Jeopardy!,BEGINNING & END,$800.00,"These titles of the <a href=""http://www.j-archive.com/media/2007-05-30_J_17.jpg"" target=""_blank"">2 paintings</a> <a href=""http://www.j-archive.com/media/2007-05-30_J_17a.jpg"" target=""_blank"">seen here</a> represent the beginning & end of Jesus' life","""The Nativity"" & ""The Crucifixion"""
5243,2007-05-30,Jeopardy!,STATE SUPERLATIVES,$800.00,"Considered the healthiest state in 2006, it's also home to the Mayo Clinic",Minnesota
5243,2007-05-30,Jeopardy!,3 LITTLE LETTERS,$800.00,"Its headquarters compound in Langley, Virginia is named for Former President George Bush",the CIA
5243,2007-05-30,Jeopardy!,CALL OUT THE VOICE SQUAD,$800.00,"He voiced Puss In Boots in ""Shrek 2""",Antonio Banderas
5243,2007-05-30,Jeopardy!,"YOU'RE UNDER A ""REST""",$800.00,Quickly! (to an Italian),Presto
5243,2007-05-30,Jeopardy!,AMERICAN AUTHORS,$1000.00,"William Rose Benet won a Pulitzer for ""The Dust Which Is God"", & this brother won for ""John Brown's Body""",Stephen Vincent Benet
5243,2007-05-30,Jeopardy!,BEGINNING & END,$1000.00,"(<a href=""http://www.j-archive.com/media/2007-05-30_J_20.jpg"" target=""_blank"">Cheryl of the Clue Crew indicates the monitor.</a>) A porkchop plot, named for its shape, is used for planning space missions; the vertical & horizontal <a href=""http://www.j-archive.com/media/2007-05-30_J_20a.jpg"" target=""_blank"">axes</a> plot possible dates for these 2 flight events",takeoff & landing (or launch & arrival)
5243,2007-05-30,Jeopardy!,STATE SUPERLATIVES,$1000.00,Its Boeing manufacturing plant in Everett is the world's largest building by volume,Washington
5243,2007-05-30,Jeopardy!,3 LITTLE LETTERS,$1000.00,"A TV cable network, or an explosive for bombs",TNT
5243,2007-05-30,Jeopardy!,CALL OUT THE VOICE SQUAD,$1000.00,He provided the voices of both Beavis & Butthead,Mike Judge
5243,2007-05-30,Jeopardy!,"YOU'RE UNDER A ""REST""",$1000.00,"The son of Agamemnon, he avenged his father's death by killing his mother Clytemnestra",Orestes
5243,2007-05-30,Double Jeopardy!,EARLY AMERICA,$400.00,In 1718 this Texas town was founded by Martin de Alarcon & Father Olivares & named for St. Anthony of Padua,San Antonio
5243,2007-05-30,Double Jeopardy!,BEST PICTURE OSCAR-WINNERS IN OTHER WORDS,$400.00,"1980: ""Regular Folks""",Ordinary People
5243,2007-05-30,Double Jeopardy!,DOWN MEXICO WAY,$400.00,In 1986 Mexico scored as the first country to host this international sports competition twice,the World Cup
5243,2007-05-30,Double Jeopardy!,TAKE A PILL,$400.00,"Going on a cruise? You might pick up this Pfizer product, the ""original"" or ""less drowsy"" formula",Dramamine
5243,2007-05-30,Double Jeopardy!,TRANSPORTATION,$400.00,The bestselling passenger car of all time is this company's Corolla,Toyota
5243,2007-05-30,Double Jeopardy!,AN E FOR AN I,$400.00,A Hawaiian wreath becomes an area sheltered from wind,a lei & a lee
5243,2007-05-30,Double Jeopardy!,EARLY AMERICA,$800.00,"In defending British soldiers on trial for this 1770 event, John Adams said, ""Facts are stubborn things""",the Boston Massacre
5243,2007-05-30,Double Jeopardy!,BEST PICTURE OSCAR-WINNERS IN OTHER WORDS,$800.00,"1932: ""Magnificent Inn""",Grand Hotel
5243,2007-05-30,Double Jeopardy!,DOWN MEXICO WAY,$800.00,This resort city about 200 miles southwest of Mexico City is famous for its cliff divers,Acapulco
5243,2007-05-30,Double Jeopardy!,TAKE A PILL,$800.00,"Antabuse is designed to make you feel really, really bad after ingesting this",alcohol
5243,2007-05-30,Double Jeopardy!,TRANSPORTATION,$800.00,"The transport for a 19th century double date might have been a barouche, one of these",a carriage
5243,2007-05-30,Double Jeopardy!,AN E FOR AN I,$800.00,"A ""landing"" area is transformed into a serious throat infection",strep & strip
5243,2007-05-30,Double Jeopardy!,EARLY AMERICA,$1200.00,"In 1685 he joined his father in pastorship of the Old North Church, a post he held until his death",Cotton Mather
5243,2007-05-30,Double Jeopardy!,BEST PICTURE OSCAR-WINNERS IN OTHER WORDS,$1200.00,"1976: ""A Single Colorado Mountain""",Rocky
5243,2007-05-30,Double Jeopardy!,DOWN MEXICO WAY,$1200.00,"Founded in the 1530s, this capital of Jalisco state is the second-largest in Mexico",Guadalajara
5243,2007-05-30,Double Jeopardy!,TAKE A PILL,$1200.00,Estramustine is a chemotherapy agent for this glandular cancer in men,prostate cancer
5243,2007-05-30,Double Jeopardy!,TRANSPORTATION,$1200.00,"Cabbies in this Eur. city spend 2 years gaining ""the knowledge"", mental maps needed to get a license",London
5243,2007-05-30,Double Jeopardy!,AN E FOR AN I,"$4,000.00","""Gentle"" becomes ""to blend""",mild & meld
5243,2007-05-30,Double Jeopardy!,EARLY AMERICA,$1600.00,"In 1562, in what is now S.C., these French Protestants established a colony named Port Royal",the Huguenots
5243,2007-05-30,Double Jeopardy!,BEST PICTURE OSCAR-WINNERS IN OTHER WORDS,$1600.00,"1954: ""Dockside""",On the Waterfront
5243,2007-05-30,Double Jeopardy!,DOWN MEXICO WAY,$1600.00,This gritty 1961 Tennessee Williams play unfolds in a seedy Mexican hotel,Night of the Iguana
5243,2007-05-30,Double Jeopardy!,TAKE A PILL,$1600.00,Pravastatin aims to block your body's ability to make this,cholesterol
5243,2007-05-30,Double Jeopardy!,TRANSPORTATION,$1600.00,"In ""Sixteen Candles"", Molly Ringwald says, ""I loathe"" this method of transport",the bus
5243,2007-05-30,Double Jeopardy!,AN E FOR AN I,$1600.00,"One means ""severely tested""; the other, ""trapped on a branch""",tried & treed
5243,2007-05-30,Double Jeopardy!,EARLY AMERICA,$2000.00,"In ""Of Plymouth Plantation"", he wrote that there was so much disease ""the living were scarce able to bury the dead""",William Bradford
5243,2007-05-30,Double Jeopardy!,BEST PICTURE OSCAR-WINNERS IN OTHER WORDS,$2000.00,"1966: ""One Bloke Year-Round""",A Man For All Seasons
5243,2007-05-30,Double Jeopardy!,DOWN MEXICO WAY,$2000.00,This popular resort island lies north of Cozumel off the coast of the state of Quintana Roo,Cancun
5243,2007-05-30,Double Jeopardy!,TAKE A PILL,$2000.00,This tranquilizer that sounds like a village was introduced in 1955 & became the USA's bestselling drug,Miltown
5243,2007-05-30,Double Jeopardy!,TRANSPORTATION,"$1,000.00",Since 1899 these stalwart animals used in transport have served as the mascots of the Army Corps of Cadets,mules
5243,2007-05-30,Double Jeopardy!,AN E FOR AN I,$2000.00,"""To replenish"" becomes ""to knock down""",to fill & to fell
5243,2007-05-30,Final Jeopardy!,THE BRITISH THEATRE,None,"Richard Attenborough, who was in the original 1952 cast of this play, helped celebrate its performance No. 20,000 in 2000",The Mousetrap
3036,1997-11-10,Jeopardy!,AT THE KENNEDY CENTER,$100.00,Can you hear me?  This rock opera by The Who was a big hit at the Kennedy Center in 1994,Tommy
3036,1997-11-10,Jeopardy!,NATIONAL MONUMENTS,$100.00,George Custer's men are buried in a cemetery in the national monument named for this river,Little Bighorn
3036,1997-11-10,Jeopardy!,THE CIRCUS,$100.00,"Trainers shout, ""Tail Up!"" when they want these performers to follow each other trunk to tail",Elephants
3036,1997-11-10,Jeopardy!,ON THE RADIO,$100.00,"Radio abbreviation that precedes the name of rap figures Quik, Pooh & Jazzy Jeff",DJ
3036,1997-11-10,Jeopardy!,CELEB STUFF,$100.00,"On March 2, 1977 he made his first ""Tonight Show"" appearance; on May 25, 1992 he took over as host",Jay Leno
3036,1997-11-10,Jeopardy!,COMMON BONDS,$100.00,"Door, Nobel, booby",prizes
3036,1997-11-10,Jeopardy!,AT THE KENNEDY CENTER,$200.00,"In 1995 Luigi Bonino starred in a ballet about this ""Little Tramp"" of silent films",Charlie Chaplin
3036,1997-11-10,Jeopardy!,NATIONAL MONUMENTS,$200.00,Scotts Bluff National Monument lies in western Nebraska on this pioneer trail,Oregon Trail
3036,1997-11-10,Jeopardy!,THE CIRCUS,$200.00,"It's the familiar term for a circus' largest tent, where the main show appears",the big top
3036,1997-11-10,Jeopardy!,ON THE RADIO,$200.00,"Robin Quivers is the radio consort of this self-proclaimed  ""King of All Media""",Howard Stern
3036,1997-11-10,Jeopardy!,CELEB STUFF,"$1,500.00","(<a href=""http://www.j-archive.com/media/1997-11-10_J_17.jpg"" target=""_blank"">Hi, I'm Bob Eubanks.</a>)  Tea Leoni ran into this ""X-Files"" star at the Golden Globes & soon they were newlyweds",David Duchovny
3036,1997-11-10,Jeopardy!,COMMON BONDS,$200.00,"Inner tubes, doughnuts, the ozone layer",things with holes
3036,1997-11-10,Jeopardy!,AT THE KENNEDY CENTER,$300.00,This president's 1972 visit to China inspired an opera that played at the Kennedy Center in 1988,Richard Nixon
3036,1997-11-10,Jeopardy!,NATIONAL MONUMENTS,$300.00,Seminole Indian leader Osceola is buried at this fort where the Civil War began,Fort Sumter
3036,1997-11-10,Jeopardy!,THE CIRCUS,$300.00,Pink is the most popular color of this fluffy confection made from spun sugar,cotton candy
3036,1997-11-10,Jeopardy!,ON THE RADIO,$300.00,"Call letters east of the Mississippi generally start with W; in the west, most start with this",K
3036,1997-11-10,Jeopardy!,CELEB STUFF,$300.00,"People Magazine called his 1997 solo album ""Destination Anywhere"", ""Tres Bon""",Jon Bon Jovi
3036,1997-11-10,Jeopardy!,COMMON BONDS,$300.00,"Peeling onions, watching Mel Gibson's film ""Forever Young"", missing Final Jeopardy!",things that make you cry
3036,1997-11-10,Jeopardy!,AT THE KENNEDY CENTER,$400.00,"Every December, the Kennedy Center invites the public to a free sing-along of this composer's ""Messiah""",G.F. Handel
3036,1997-11-10,Jeopardy!,NATIONAL MONUMENTS,$400.00,This Wyoming monument contains an 865-foot-high fluted column of igneous rock,Devils Tower
3036,1997-11-10,Jeopardy!,THE CIRCUS,$400.00,"Antoinette Concello's triple somersault helped make her the ""Queen of"" this ""flying"" apparatus",trapeze
3036,1997-11-10,Jeopardy!,ON THE RADIO,$400.00,"Detroit-born broadcaster who created ""American Top 40"" & now has his own weekly ""Countdown""",Casey Kasem
3036,1997-11-10,Jeopardy!,CELEB STUFF,$400.00,"In a 1997 issue of ""George"", he said his cousins Michael & Joseph were ""poster boys for bad behavior""","John F. Kennedy, Jr."
3036,1997-11-10,Jeopardy!,COMMON BONDS,$400.00,"Bobby, bowling,  rolling",pins
3036,1997-11-10,Jeopardy!,AT THE KENNEDY CENTER,$500.00,A 1994 festival honoring this country featured the Tjapukai Aboriginal Dance Company,Australia
3036,1997-11-10,Jeopardy!,NATIONAL MONUMENTS,$500.00,Castillo de San Marcos in this Florida city is the oldest masonry fort in the continental U.S.,St. Augustine
3036,1997-11-10,Jeopardy!,THE CIRCUS,$500.00,This steam whistle organ draws crowds to circus parades because it can be heard from miles away: [audio clue],calliope
3036,1997-11-10,Jeopardy!,ON THE RADIO,$500.00,"The AAA format, featuring artists like the Cranberries & Tom Petty, stands for adult album this",alternative
3036,1997-11-10,Jeopardy!,CELEB STUFF,$500.00,"Her 1988 major label debut album was ""Y Kant Tori Read""",Tori Amos
3036,1997-11-10,Jeopardy!,COMMON BONDS,$500.00,"Hollywood, salad, Super",bowls
3036,1997-11-10,Double Jeopardy!,THE OBLIGATORY POETRY CATEGORY,$200.00,The one word quothed by Edgar Allan Poe's raven,"""Nevermore!"""
3036,1997-11-10,Double Jeopardy!,ART,$200.00,You can't make a genuine tempera painting without breaking these,eggs
3036,1997-11-10,Double Jeopardy!,THE REDCOATS ARE COMING!,$200.00,"On Sept. 5, 1781, 24 of this country's ships engaged British ships in Cheaspeake Bay & turned them back",France
3036,1997-11-10,Double Jeopardy!,"""HIGH"" SCHOOL",$200.00,"Chuck Taylor, from whom Converse named a line of these shoes, was a basketball star of the 1910s",high-tops
3036,1997-11-10,Double Jeopardy!,OFF TO A GOOD START,$200.00,It's the go-ahead in a kid's game & for a car at an intersection,a green light
3036,1997-11-10,Double Jeopardy!,COLLEGE MASCOTS,$200.00,"<a href=""http://www.j-archive.com/media/1997-11-10_DJ_20.jpg"" target=""_blank"">[video clue]</a>",Oregon State University
3036,1997-11-10,Double Jeopardy!,THE OBLIGATORY POETRY CATEGORY,$400.00,"It follows ""Poems are made by fools like me...""","""But only God can make a tree"""
3036,1997-11-10,Double Jeopardy!,ART,$400.00,"Surrealists used odd juxtapositions in this form whose name is French for ""gluing""",collage
3036,1997-11-10,Double Jeopardy!,THE REDCOATS ARE COMING!,$400.00,"During the war, this first signer of the Declaration of Independence commanded the Mass. Militia",John Hancock
3036,1997-11-10,Double Jeopardy!,"""HIGH"" SCHOOL",$400.00,The L.A. Dodgers & the U. of Louisville basketball team pioneered this gesture in the late '70s,the high five
3036,1997-11-10,Double Jeopardy!,OFF TO A GOOD START,$400.00,"A baker who never uses packaged mixes always ""starts from"" here",scratch
3036,1997-11-10,Double Jeopardy!,COLLEGE MASCOTS,$400.00,"<a href=""http://www.j-archive.com/media/1997-11-10_DJ_27.jpg"" target=""_blank"">[video clue]</a>",the University of Florida
3036,1997-11-10,Double Jeopardy!,THE OBLIGATORY POETRY CATEGORY,$600.00,"In preparing to write this poem, Longfellow used ""An historical and statistical account of Nova Scotia""",Evangeline
3036,1997-11-10,Double Jeopardy!,ART,$600.00,"Edward Steichen led the movement to recognize as art these images, whose name means ""drawn with light""",photographs
3036,1997-11-10,Double Jeopardy!,THE REDCOATS ARE COMING!,$600.00,"In it, Thomas Paine wrote, ""The cause of America is in a great measure the cause of all mankind""",Common Sense
3036,1997-11-10,Double Jeopardy!,"""HIGH"" SCHOOL","$2,000.00","Coastal waters beyond national jurisdiction, or the tops of some sopranos' ranges",High seas/C's
3036,1997-11-10,Double Jeopardy!,OFF TO A GOOD START,$600.00,"It's a ship at home in the Arctic, or a remark that starts a conversation",an icebreaker
3036,1997-11-10,Double Jeopardy!,COLLEGE MASCOTS,$600.00,"<a href=""http://www.j-archive.com/media/1997-11-10_DJ_28.jpg"" target=""_blank"">[video clue]</a>",the University of Texas
3036,1997-11-10,Double Jeopardy!,THE OBLIGATORY POETRY CATEGORY,$800.00,"In a poem titled for the date when Germany invaded Poland, W.H. Auden called this ""A low dishonest decade""",1930s
